municipio,Codigo.DANE,Ano,Mes,NBI,zwnd,wpac,qbo,NeutralNina,NeutralNino,NinoNina,excess_cases1
ANZA,5044,2008,1,6.36,22.0,2.8,-14.94,1.0,,1.0,1.0
ANZA,5044,2008,2,6.36,23.6,6.5,-12.65,1.0,,1.0,1.0
ANZA,5044,2008,3,6.36,15.5,6.8,-9.84,,,,1.0
ANZA,5044,2008,4,6.36,15.3,6.0,-6.67,,,,1.0
ANZA,5044,2008,5,6.36,7.6,5.1,-1.79,,,,1.0
ANZA,5044,2008,6,6.36,3.9,6.2,4.45,,,,0.0
ANZA,5044,2008,7,6.36,-0.4,6.6,7.49,,,,0.0
ANZA,5044,2008,8,6.36,-3.0,6.8,7.23,,,,0.0
ANZA,5044,2008,9,6.36,-1.3,5.2,6.65,,,,0.0
ANZA,5044,2008,10,6.36,1.1,5.6,7.3,,,,0.0
ANZA,5044,2008,11,6.36,15.3,6.1,6.91,,,,0.0
ANZA,5044,2008,12,6.36,21.8,3.6,7.73,,,,0.0
ANZA,5044,2009,1,6.36,17.6,4.7,8.35,,,,0.0
ANZA,5044,2009,2,6.36,20.9,7.1,8.19,,,,0.0
ANZA,5044,2009,3,6.36,16.7,2.9,7.07,,,,0.0
ANZA,5044,2009,4,6.36,9.3,4.3,9.74,,,,0.0
ANZA,5044,2009,5,6.36,3.3,3.8,11.34,,,,0.0
ANZA,5044,2009,6,6.36,0.0,3.2,9.13,,1.0,0.0,0.0
ANZA,5044,2009,7,6.36,2.8,2.8,4.0,,1.0,0.0,0.0
ANZA,5044,2009,8,6.36,-5.7,3.0,2.84,,1.0,0.0,0.0
ANZA,5044,2009,9,6.36,3.9,1.5,3.69,,1.0,0.0,0.0
ANZA,5044,2009,10,6.36,-4.2,-0.3,4.49,,1.0,0.0,0.0
ANZA,5044,2009,11,6.36,3.8,1.6,3.51,,1.0,0.0,0.0
ANZA,5044,2009,12,6.36,7.2,-0.6,1.44,,1.0,0.0,0.0
ANZA,5044,2010,1,6.36,9.7,0.9,1.74,,1.0,0.0,0.0
ANZA,5044,2010,2,6.36,10.0,0.7,0.78,,1.0,0.0,0.0
ANZA,5044,2010,3,6.36,5.1,2.5,-0.34,,1.0,0.0,0.0
ANZA,5044,2010,4,6.36,5.3,4.0,-6.57,,,,0.0
ANZA,5044,2010,5,6.36,6.6,6.7,-12.68,,,,0.0
ANZA,5044,2010,6,6.36,1.4,6.5,-17.59,,,,0.0
ANZA,5044,2010,7,6.36,-0.3,7.6,-18.32,1.0,,1.0,0.0
ANZA,5044,2010,8,6.36,0.2,7.9,-12.51,1.0,,1.0,0.0
ANZA,5044,2010,9,6.36,-4.4,8.2,-4.3,1.0,,1.0,0.0
ANZA,5044,2010,10,6.36,10.2,5.8,4.07,1.0,,1.0,0.0
ANZA,5044,2010,11,6.36,14.6,5.4,8.58,1.0,,1.0,0.0
ANZA,5044,2010,12,6.36,22.5,5.3,8.51,1.0,,1.0,0.0
ANZA,5044,2011,1,6.36,27.3,4.4,6.0,1.0,,1.0,0.0
ANZA,5044,2011,2,6.36,24.3,4.3,6.02,1.0,,1.0,0.0
ANZA,5044,2011,3,6.36,19.8,6.1,6.31,1.0,,1.0,0.0
ANZA,5044,2011,4,6.36,17.0,6.2,6.25,1.0,,1.0,0.0
ANZA,5044,2011,5,6.36,13.2,4.8,8.24,,,,0.0
ANZA,5044,2011,6,6.36,7.5,5.8,9.3,,,,0.0
ANZA,5044,2011,7,6.36,6.3,5.3,9.35,,,,0.0
ANZA,5044,2011,8,6.36,-0.9,5.4,9.06,,,,0.0
ANZA,5044,2011,9,6.36,1.2,6.7,10.0,,,,0.0
ANZA,5044,2011,10,6.36,0.6,4.0,11.46,,,,0.0
ANZA,5044,2011,11,6.36,10.5,3.1,8.5,,,,0.0
ANZA,5044,2011,12,6.36,24.9,5.7,2.4,,,,0.0
ANZA,5044,2012,1,6.36,25.9,4.1,0.27,,,,0.0
ANZA,5044,2012,2,6.36,17.5,6.2,-0.56,,,,0.0
ANZA,5044,2012,3,6.36,19.0,5.2,-0.83,,,,0.0
ANZA,5044,2012,4,6.36,11.1,3.8,-0.32,,,,0.0
ANZA,5044,2012,5,6.36,7.6,4.4,-1.04,0.0,0.0,,0.0
ANZA,5044,2012,6,6.36,3.7,4.6,-4.25,0.0,0.0,,0.0
ANZA,5044,2012,7,6.36,1.3,5.4,-8.11,0.0,0.0,,0.0
ANZA,5044,2012,8,6.36,-6.1,4.9,-9.76,0.0,0.0,,0.0
ANZA,5044,2012,9,6.36,2.4,2.5,-11.42,0.0,0.0,,0.0
ANZA,5044,2012,10,6.36,0.8,3.3,-10.51,0.0,0.0,,0.0
ANZA,5044,2012,11,6.36,8.7,2.5,-10.65,0.0,0.0,,0.0
ANZA,5044,2012,12,6.36,11.3,2.8,-11.7,0.0,0.0,,0.0
ANZA,5044,2013,1,6.36,21.3,1.5,-9.65,0.0,0.0,,0.0
ANZA,5044,2013,2,6.36,14.0,4.7,-8.66,0.0,0.0,,0.0
ANZA,5044,2013,3,6.36,16.3,3.2,-8.32,0.0,0.0,,0.0
ANZA,5044,2013,4,6.36,13.0,6.2,-5.71,0.0,0.0,,0.0
ANZA,5044,2013,5,6.36,6.8,6.4,-3.6,0.0,0.0,,0.0
ANZA,5044,2013,6,6.36,4.1,4.9,1.99,0.0,0.0,,0.0
ANZA,5044,2013,7,6.36,1.9,5.0,5.77,0.0,0.0,,0.0
ANZA,5044,2013,8,6.36,-7.5,4.8,7.02,0.0,0.0,,0.0
ANZA,5044,2013,9,6.36,0.3,4.0,7.64,0.0,0.0,,0.0
ANZA,5044,2013,10,6.36,3.2,1.6,8.7,0.0,0.0,,0.0
ANZA,5044,2013,11,6.36,8.0,3.8,9.74,0.0,0.0,,0.0
ANZA,5044,2013,12,6.36,19.7,3.9,9.95,0.0,0.0,,0.0
ANZA,5044,2014,1,6.36,20.2,1.2,9.71,0.0,0.0,,0.0
ANZA,5044,2014,2,6.36,17.9,-0.1,10.0,0.0,0.0,,0.0
ANZA,5044,2014,3,6.36,11.2,0.9,9.2,0.0,0.0,,0.0
ANZA,5044,2014,4,6.36,7.5,2.2,9.72,0.0,0.0,,0.0
ANZA,5044,2014,5,6.36,1.1,4.0,10.09,0.0,0.0,,0.0
ANZA,5044,2014,6,6.36,3.1,4.2,4.96,,,,0.0
ANZA,5044,2014,7,6.36,-1.5,3.8,0.5,,,,0.0
ANZA,5044,2014,8,6.36,-8.2,3.8,-0.15,,,,0.0
ANZA,5044,2014,9,6.36,-3.5,3.4,-1.03,,,,0.0
ANZA,5044,2014,10,6.36,0.7,2.0,-2.32,,,,0.0
ANZA,5044,2014,11,6.36,2.3,2.6,-5.24,,,,0.0
ANZA,5044,2014,12,6.36,9.8,2.4,-8.61,,,,0.0
ANZA,5044,2015,1,6.36,11.8,1.3,-9.95,,,,0.0
ANZA,5044,2015,2,6.36,18.2,1.1,-10.6,,,,0.0
ANZA,5044,2015,3,6.36,15.3,-2.1,-11.21,,,,0.0
ANZA,5044,2015,4,6.36,2.9,1.3,-13.27,,1.0,0.0,0.0
ANZA,5044,2015,5,6.36,-2.5,0.4,-16.25,,1.0,0.0,0.0
ANZA,5044,2015,6,6.36,0.1,2.3,-12.43,,1.0,0.0,0.0
ANZA,5044,2015,7,6.36,-5.0,-0.1,-6.13,,1.0,0.0,0.0
ANZA,5044,2015,8,6.36,-4.9,0.8,0.58,,1.0,0.0,0.0
ANZA,5044,2015,9,6.36,-7.3,0.1,5.83,,1.0,0.0,0.0
ANZA,5044,2015,10,6.36,-6.7,-0.7,9.14,,1.0,0.0,0.0
ANZA,5044,2015,11,6.36,-0.4,0.6,9.32,,1.0,0.0,0.0
ANZA,5044,2015,12,6.36,6.1,0.0,7.61,,1.0,0.0,0.0
ANZA,5044,2016,1,6.36,6.0,0.9,5.76,,1.0,0.0,0.0
ANZA,5044,2016,2,6.36,9.0,2.4,3.92,,,,0.0
ANZA,5044,2016,3,6.36,7.8,2.6,2.4,,,,0.0
ANZA,5044,2016,4,6.36,2.5,3.1,-1.83,,,,0.0
ANZA,5044,2016,5,6.36,1.4,5.0,-5.1,,,,0.0
ANZA,5044,2016,6,6.36,0.0,3.7,-7.64,,,,0.0
ANZA,5044,2016,7,6.36,-1.4,4.1,-7.83,,,,0.0
ANZA,5044,2016,8,6.36,0.6,3.8,-3.6,,,,0.0
ANZA,5044,2016,9,6.36,-0.7,5.0,0.21,,,,0.0
ANZA,5044,2016,10,6.36,1.7,3.6,4.53,,,,0.0
ANZA,5044,2016,11,6.36,12.9,2.6,7.11,,,,0.0
ANZA,5044,2016,12,6.36,13.1,1.8,8.7,,,,0.0
ANZA,5044,2017,1,6.36,16.9,3.4,9.66,,,,0.0
ANZA,5044,2017,2,6.36,13.2,3.7,9.9,0.0,0.0,,0.0
ANZA,5044,2017,3,6.36,14.2,5.9,9.8,0.0,0.0,,0.0
ANZA,5044,2017,4,6.36,5.9,3.3,10.72,0.0,0.0,,0.0
ANZA,5044,2017,5,6.36,3.3,5.7,11.68,0.0,0.0,,0.0
ANZA,5044,2017,6,6.36,-0.3,4.6,8.77,0.0,0.0,,0.0
ANZA,5044,2017,7,6.36,-1.2,5.7,5.08,0.0,0.0,,0.0
ANZA,5044,2017,8,6.36,-4.2,5.3,2.58,0.0,0.0,,0.0
ANZA,5044,2017,9,6.36,-4.6,6.1,1.89,,,,0.0
ANZA,5044,2017,10,6.36,6.5,3.3,1.72,,,,0.0
ANZA,5044,2017,11,6.36,13.2,2.5,1.26,,,,0.0
ANZA,5044,2017,12,6.36,14.6,1.3,0.29,,,,0.0
ANZA,5044,2018,1,6.36,18.9,5.1,-0.3,,,,0.0
ANZA,5044,2018,2,6.36,17.5,-0.7,-1.1,,,,0.0
ANZA,5044,2018,3,6.36,19.8,0.4,-0.17,,,,0.0
ANZA,5044,2018,4,6.36,12.6,2.0,-1.17,,,,0.0
ANZA,5044,2018,5,6.36,5.9,4.0,-6.23,0.0,0.0,,0.0
ANZA,5044,2018,6,6.36,-2.9,4.1,-11.97,0.0,0.0,,0.0
ANZA,5044,2018,7,6.36,3.0,4.4,-16.32,0.0,0.0,,0.0
ANZA,5044,2018,8,6.36,-3.0,2.5,-18.07,0.0,0.0,,0.0
ANZA,5044,2018,9,6.36,-5.6,0.6,-18.67,,,,0.0
ANZA,5044,2018,10,6.36,-0.9,1.3,-14.35,,,,0.0
ANZA,5044,2018,11,6.36,7.8,0.0,-9.67,,,,0.0
ANZA,5044,2018,12,6.36,14.4,0.6,-5.32,,,,0.0
ANZA,5044,2019,1,6.36,17.6,-0.6,-3.28,,,,0.0
ANZA,5044,2019,2,6.36,13.0,-1.7,-2.07,,,,0.0
ANZA,5044,2019,3,6.36,10.6,1.7,2.44,,,,0.0
ANZA,5044,2019,4,6.36,9.9,4.3,6.28,,,,0.0
ANZA,5044,2019,5,6.36,3.1,0.2,10.04,,,,0.0
ANZA,5044,2019,6,6.36,4.4,4.8,10.32,,,,0.0
ANZA,5044,2019,7,6.36,-4.0,2.4,7.28,,,,0.0
ANZA,5044,2019,8,6.36,-2.2,2.8,6.44,0.0,0.0,,0.0
ANZA,5044,2019,9,6.36,-8.5,1.4,4.54,0.0,0.0,,0.0
ANZA,5044,2019,10,6.36,-2.3,2.5,5.0,0.0,0.0,,0.0
ANZA,5044,2019,11,6.36,8.0,-0.6,4.19,0.0,0.0,,0.0
ANZA,5044,2019,12,6.36,9.8,-1.0,4.72,0.0,0.0,,0.0
ANZA,5044,2020,1,6.36,1.1,-1.0,1.89,0.0,0.0,,0.0
ANZA,5044,2020,2,6.36,1.3,-0.3,-0.96,0.0,0.0,,0.0
ANZA,5044,2020,3,6.36,1.1,3.2,-2.16,0.0,0.0,,0.0
ANZA,5044,2020,4,6.36,0.9,3.7,-5.54,0.0,0.0,,0.0
ANZA,5044,2020,5,6.36,1.0,5.3,-9.06,0.0,0.0,,0.0
ANZA,5044,2020,6,6.36,0.0,4.8,-9.71,,,,0.0
ANZA,5044,2020,7,6.36,0.7,6.0,-8.12,,,,0.0
ANZA,5044,2020,8,6.36,0.0,4.8,-4.07,1.0,,1.0,0.0
ANZA,5044,2020,9,6.36,1.5,5.8,2.28,1.0,,1.0,0.0
ANZA,5044,2020,10,6.36,1.6,4.3,6.94,1.0,,1.0,0.0
ANZA,5044,2020,11,6.36,0.4,4.7,8.09,1.0,,1.0,0.0
ANZA,5044,2020,12,6.36,2.3,4.5,8.36,1.0,,1.0,0.0
FRONTINO,5284,2008,1,9.06,22.0,2.8,-14.94,1.0,,1.0,0.0
FRONTINO,5284,2008,2,9.06,23.6,6.5,-12.65,1.0,,1.0,0.0
FRONTINO,5284,2008,3,9.06,15.5,6.8,-9.84,,,,0.0
FRONTINO,5284,2008,4,9.06,15.3,6.0,-6.67,,,,0.0
FRONTINO,5284,2008,5,9.06,7.6,5.1,-1.79,,,,0.0
FRONTINO,5284,2008,6,9.06,3.9,6.2,4.45,,,,0.0
FRONTINO,5284,2008,7,9.06,-0.4,6.6,7.49,,,,0.0
FRONTINO,5284,2008,8,9.06,-3.0,6.8,7.23,,,,0.0
FRONTINO,5284,2008,9,9.06,-1.3,5.2,6.65,,,,0.0
FRONTINO,5284,2008,10,9.06,1.1,5.6,7.3,,,,0.0
FRONTINO,5284,2008,11,9.06,15.3,6.1,6.91,,,,0.0
FRONTINO,5284,2008,12,9.06,21.8,3.6,7.73,,,,0.0
FRONTINO,5284,2009,1,9.06,17.6,4.7,8.35,,,,0.0
FRONTINO,5284,2009,2,9.06,20.9,7.1,8.19,,,,0.0
FRONTINO,5284,2009,3,9.06,16.7,2.9,7.07,,,,1.0
FRONTINO,5284,2009,4,9.06,9.3,4.3,9.74,,,,1.0
FRONTINO,5284,2009,5,9.06,3.3,3.8,11.34,,,,0.0
FRONTINO,5284,2009,6,9.06,0.0,3.2,9.13,,1.0,0.0,1.0
FRONTINO,5284,2009,7,9.06,2.8,2.8,4.0,,1.0,0.0,1.0
FRONTINO,5284,2009,8,9.06,-5.7,3.0,2.84,,1.0,0.0,1.0
FRONTINO,5284,2009,9,9.06,3.9,1.5,3.69,,1.0,0.0,1.0
FRONTINO,5284,2009,10,9.06,-4.2,-0.3,4.49,,1.0,0.0,0.0
FRONTINO,5284,2009,11,9.06,3.8,1.6,3.51,,1.0,0.0,0.0
FRONTINO,5284,2009,12,9.06,7.2,-0.6,1.44,,1.0,0.0,0.0
FRONTINO,5284,2010,1,9.06,9.7,0.9,1.74,,1.0,0.0,0.0
FRONTINO,5284,2010,2,9.06,10.0,0.7,0.78,,1.0,0.0,0.0
FRONTINO,5284,2010,3,9.06,5.1,2.5,-0.34,,1.0,0.0,0.0
FRONTINO,5284,2010,4,9.06,5.3,4.0,-6.57,,,,0.0
FRONTINO,5284,2010,5,9.06,6.6,6.7,-12.68,,,,0.0
FRONTINO,5284,2010,6,9.06,1.4,6.5,-17.59,,,,0.0
FRONTINO,5284,2010,7,9.06,-0.3,7.6,-18.32,1.0,,1.0,0.0
FRONTINO,5284,2010,8,9.06,0.2,7.9,-12.51,1.0,,1.0,0.0
FRONTINO,5284,2010,9,9.06,-4.4,8.2,-4.3,1.0,,1.0,0.0
FRONTINO,5284,2010,10,9.06,10.2,5.8,4.07,1.0,,1.0,0.0
FRONTINO,5284,2010,11,9.06,14.6,5.4,8.58,1.0,,1.0,0.0
FRONTINO,5284,2010,12,9.06,22.5,5.3,8.51,1.0,,1.0,0.0
FRONTINO,5284,2011,1,9.06,27.3,4.4,6.0,1.0,,1.0,0.0
FRONTINO,5284,2011,2,9.06,24.3,4.3,6.02,1.0,,1.0,0.0
FRONTINO,5284,2011,3,9.06,19.8,6.1,6.31,1.0,,1.0,0.0
FRONTINO,5284,2011,4,9.06,17.0,6.2,6.25,1.0,,1.0,0.0
FRONTINO,5284,2011,5,9.06,13.2,4.8,8.24,,,,0.0
FRONTINO,5284,2011,6,9.06,7.5,5.8,9.3,,,,0.0
FRONTINO,5284,2011,7,9.06,6.3,5.3,9.35,,,,0.0
FRONTINO,5284,2011,8,9.06,-0.9,5.4,9.06,,,,1.0
FRONTINO,5284,2011,9,9.06,1.2,6.7,10.0,,,,0.0
FRONTINO,5284,2011,10,9.06,0.6,4.0,11.46,,,,0.0
FRONTINO,5284,2011,11,9.06,10.5,3.1,8.5,,,,1.0
FRONTINO,5284,2011,12,9.06,24.9,5.7,2.4,,,,1.0
FRONTINO,5284,2012,1,9.06,25.9,4.1,0.27,,,,1.0
FRONTINO,5284,2012,2,9.06,17.5,6.2,-0.56,,,,1.0
FRONTINO,5284,2012,3,9.06,19.0,5.2,-0.83,,,,0.0
FRONTINO,5284,2012,4,9.06,11.1,3.8,-0.32,,,,0.0
FRONTINO,5284,2012,5,9.06,7.6,4.4,-1.04,0.0,0.0,,0.0
FRONTINO,5284,2012,6,9.06,3.7,4.6,-4.25,0.0,0.0,,0.0
FRONTINO,5284,2012,7,9.06,1.3,5.4,-8.11,0.0,0.0,,0.0
FRONTINO,5284,2012,8,9.06,-6.1,4.9,-9.76,0.0,0.0,,0.0
FRONTINO,5284,2012,9,9.06,2.4,2.5,-11.42,0.0,0.0,,0.0
FRONTINO,5284,2012,10,9.06,0.8,3.3,-10.51,0.0,0.0,,0.0
FRONTINO,5284,2012,11,9.06,8.7,2.5,-10.65,0.0,0.0,,0.0
FRONTINO,5284,2012,12,9.06,11.3,2.8,-11.7,0.0,0.0,,0.0
FRONTINO,5284,2013,1,9.06,21.3,1.5,-9.65,0.0,0.0,,0.0
FRONTINO,5284,2013,2,9.06,14.0,4.7,-8.66,0.0,0.0,,0.0
FRONTINO,5284,2013,3,9.06,16.3,3.2,-8.32,0.0,0.0,,0.0
FRONTINO,5284,2013,4,9.06,13.0,6.2,-5.71,0.0,0.0,,0.0
FRONTINO,5284,2013,5,9.06,6.8,6.4,-3.6,0.0,0.0,,0.0
FRONTINO,5284,2013,6,9.06,4.1,4.9,1.99,0.0,0.0,,1.0
FRONTINO,5284,2013,7,9.06,1.9,5.0,5.77,0.0,0.0,,1.0
FRONTINO,5284,2013,8,9.06,-7.5,4.8,7.02,0.0,0.0,,0.0
FRONTINO,5284,2013,9,9.06,0.3,4.0,7.64,0.0,0.0,,0.0
FRONTINO,5284,2013,10,9.06,3.2,1.6,8.7,0.0,0.0,,0.0
FRONTINO,5284,2013,11,9.06,8.0,3.8,9.74,0.0,0.0,,0.0
FRONTINO,5284,2013,12,9.06,19.7,3.9,9.95,0.0,0.0,,0.0
FRONTINO,5284,2014,1,9.06,20.2,1.2,9.71,0.0,0.0,,0.0
FRONTINO,5284,2014,2,9.06,17.9,-0.1,10.0,0.0,0.0,,0.0
FRONTINO,5284,2014,3,9.06,11.2,0.9,9.2,0.0,0.0,,0.0
FRONTINO,5284,2014,4,9.06,7.5,2.2,9.72,0.0,0.0,,0.0
FRONTINO,5284,2014,5,9.06,1.1,4.0,10.09,0.0,0.0,,0.0
FRONTINO,5284,2014,6,9.06,3.1,4.2,4.96,,,,0.0
FRONTINO,5284,2014,7,9.06,-1.5,3.8,0.5,,,,0.0
FRONTINO,5284,2014,8,9.06,-8.2,3.8,-0.15,,,,0.0
FRONTINO,5284,2014,9,9.06,-3.5,3.4,-1.03,,,,0.0
FRONTINO,5284,2014,10,9.06,0.7,2.0,-2.32,,,,0.0
FRONTINO,5284,2014,11,9.06,2.3,2.6,-5.24,,,,0.0
FRONTINO,5284,2014,12,9.06,9.8,2.4,-8.61,,,,0.0
FRONTINO,5284,2015,1,9.06,11.8,1.3,-9.95,,,,0.0
FRONTINO,5284,2015,2,9.06,18.2,1.1,-10.6,,,,0.0
FRONTINO,5284,2015,3,9.06,15.3,-2.1,-11.21,,,,0.0
FRONTINO,5284,2015,4,9.06,2.9,1.3,-13.27,,1.0,0.0,0.0
FRONTINO,5284,2015,5,9.06,-2.5,0.4,-16.25,,1.0,0.0,0.0
FRONTINO,5284,2015,6,9.06,0.1,2.3,-12.43,,1.0,0.0,0.0
FRONTINO,5284,2015,7,9.06,-5.0,-0.1,-6.13,,1.0,0.0,0.0
FRONTINO,5284,2015,8,9.06,-4.9,0.8,0.58,,1.0,0.0,0.0
FRONTINO,5284,2015,9,9.06,-7.3,0.1,5.83,,1.0,0.0,1.0
FRONTINO,5284,2015,10,9.06,-6.7,-0.7,9.14,,1.0,0.0,0.0
FRONTINO,5284,2015,11,9.06,-0.4,0.6,9.32,,1.0,0.0,0.0
FRONTINO,5284,2015,12,9.06,6.1,0.0,7.61,,1.0,0.0,0.0
FRONTINO,5284,2016,1,9.06,6.0,0.9,5.76,,1.0,0.0,0.0
FRONTINO,5284,2016,2,9.06,9.0,2.4,3.92,,,,0.0
FRONTINO,5284,2016,3,9.06,7.8,2.6,2.4,,,,0.0
FRONTINO,5284,2016,4,9.06,2.5,3.1,-1.83,,,,0.0
FRONTINO,5284,2016,5,9.06,1.4,5.0,-5.1,,,,0.0
FRONTINO,5284,2016,6,9.06,0.0,3.7,-7.64,,,,0.0
FRONTINO,5284,2016,7,9.06,-1.4,4.1,-7.83,,,,0.0
FRONTINO,5284,2016,8,9.06,0.6,3.8,-3.6,,,,0.0
FRONTINO,5284,2016,9,9.06,-0.7,5.0,0.21,,,,0.0
FRONTINO,5284,2016,10,9.06,1.7,3.6,4.53,,,,0.0
FRONTINO,5284,2016,11,9.06,12.9,2.6,7.11,,,,0.0
FRONTINO,5284,2016,12,9.06,13.1,1.8,8.7,,,,0.0
FRONTINO,5284,2017,1,9.06,16.9,3.4,9.66,,,,0.0
FRONTINO,5284,2017,2,9.06,13.2,3.7,9.9,0.0,0.0,,0.0
FRONTINO,5284,2017,3,9.06,14.2,5.9,9.8,0.0,0.0,,0.0
FRONTINO,5284,2017,4,9.06,5.9,3.3,10.72,0.0,0.0,,0.0
FRONTINO,5284,2017,5,9.06,3.3,5.7,11.68,0.0,0.0,,0.0
FRONTINO,5284,2017,6,9.06,-0.3,4.6,8.77,0.0,0.0,,0.0
FRONTINO,5284,2017,7,9.06,-1.2,5.7,5.08,0.0,0.0,,0.0
FRONTINO,5284,2017,8,9.06,-4.2,5.3,2.58,0.0,0.0,,0.0
FRONTINO,5284,2017,9,9.06,-4.6,6.1,1.89,,,,0.0
FRONTINO,5284,2017,10,9.06,6.5,3.3,1.72,,,,0.0
FRONTINO,5284,2017,11,9.06,13.2,2.5,1.26,,,,0.0
FRONTINO,5284,2017,12,9.06,14.6,1.3,0.29,,,,0.0
FRONTINO,5284,2018,1,9.06,18.9,5.1,-0.3,,,,0.0
FRONTINO,5284,2018,2,9.06,17.5,-0.7,-1.1,,,,0.0
FRONTINO,5284,2018,3,9.06,19.8,0.4,-0.17,,,,0.0
FRONTINO,5284,2018,4,9.06,12.6,2.0,-1.17,,,,0.0
FRONTINO,5284,2018,5,9.06,5.9,4.0,-6.23,0.0,0.0,,0.0
FRONTINO,5284,2018,6,9.06,-2.9,4.1,-11.97,0.0,0.0,,0.0
FRONTINO,5284,2018,7,9.06,3.0,4.4,-16.32,0.0,0.0,,0.0
FRONTINO,5284,2018,8,9.06,-3.0,2.5,-18.07,0.0,0.0,,0.0
FRONTINO,5284,2018,9,9.06,-5.6,0.6,-18.67,,,,0.0
FRONTINO,5284,2018,10,9.06,-0.9,1.3,-14.35,,,,0.0
FRONTINO,5284,2018,11,9.06,7.8,0.0,-9.67,,,,0.0
FRONTINO,5284,2018,12,9.06,14.4,0.6,-5.32,,,,0.0
FRONTINO,5284,2019,1,9.06,17.6,-0.6,-3.28,,,,0.0
FRONTINO,5284,2019,2,9.06,13.0,-1.7,-2.07,,,,0.0
FRONTINO,5284,2019,3,9.06,10.6,1.7,2.44,,,,0.0
FRONTINO,5284,2019,4,9.06,9.9,4.3,6.28,,,,0.0
FRONTINO,5284,2019,5,9.06,3.1,0.2,10.04,,,,0.0
FRONTINO,5284,2019,6,9.06,4.4,4.8,10.32,,,,0.0
FRONTINO,5284,2019,7,9.06,-4.0,2.4,7.28,,,,0.0
FRONTINO,5284,2019,8,9.06,-2.2,2.8,6.44,0.0,0.0,,0.0
FRONTINO,5284,2019,9,9.06,-8.5,1.4,4.54,0.0,0.0,,0.0
FRONTINO,5284,2019,10,9.06,-2.3,2.5,5.0,0.0,0.0,,0.0
FRONTINO,5284,2019,11,9.06,8.0,-0.6,4.19,0.0,0.0,,0.0
FRONTINO,5284,2019,12,9.06,9.8,-1.0,4.72,0.0,0.0,,0.0
FRONTINO,5284,2020,1,9.06,1.1,-1.0,1.89,0.0,0.0,,0.0
FRONTINO,5284,2020,2,9.06,1.3,-0.3,-0.96,0.0,0.0,,0.0
FRONTINO,5284,2020,3,9.06,1.1,3.2,-2.16,0.0,0.0,,0.0
FRONTINO,5284,2020,4,9.06,0.9,3.7,-5.54,0.0,0.0,,0.0
FRONTINO,5284,2020,5,9.06,1.0,5.3,-9.06,0.0,0.0,,0.0
FRONTINO,5284,2020,6,9.06,0.0,4.8,-9.71,,,,0.0
FRONTINO,5284,2020,7,9.06,0.7,6.0,-8.12,,,,0.0
FRONTINO,5284,2020,8,9.06,0.0,4.8,-4.07,1.0,,1.0,0.0
FRONTINO,5284,2020,9,9.06,1.5,5.8,2.28,1.0,,1.0,0.0
FRONTINO,5284,2020,10,9.06,1.6,4.3,6.94,1.0,,1.0,0.0
FRONTINO,5284,2020,11,9.06,0.4,4.7,8.09,1.0,,1.0,0.0
FRONTINO,5284,2020,12,9.06,2.3,4.5,8.36,1.0,,1.0,0.0
PIOJO,8549,2008,1,19.13,22.0,2.8,-14.94,1.0,,1.0,0.0
PIOJO,8549,2008,2,19.13,23.6,6.5,-12.65,1.0,,1.0,0.0
PIOJO,8549,2008,3,19.13,15.5,6.8,-9.84,,,,0.0
PIOJO,8549,2008,4,19.13,15.3,6.0,-6.67,,,,0.0
PIOJO,8549,2008,5,19.13,7.6,5.1,-1.79,,,,0.0
PIOJO,8549,2008,6,19.13,3.9,6.2,4.45,,,,0.0
PIOJO,8549,2008,7,19.13,-0.4,6.6,7.49,,,,0.0
PIOJO,8549,2008,8,19.13,-3.0,6.8,7.23,,,,0.0
PIOJO,8549,2008,9,19.13,-1.3,5.2,6.65,,,,0.0
PIOJO,8549,2008,10,19.13,1.1,5.6,7.3,,,,0.0
PIOJO,8549,2008,11,19.13,15.3,6.1,6.91,,,,0.0
PIOJO,8549,2008,12,19.13,21.8,3.6,7.73,,,,0.0
PIOJO,8549,2009,1,19.13,17.6,4.7,8.35,,,,0.0
PIOJO,8549,2009,2,19.13,20.9,7.1,8.19,,,,0.0
PIOJO,8549,2009,3,19.13,16.7,2.9,7.07,,,,0.0
PIOJO,8549,2009,4,19.13,9.3,4.3,9.74,,,,0.0
PIOJO,8549,2009,5,19.13,3.3,3.8,11.34,,,,0.0
PIOJO,8549,2009,6,19.13,0.0,3.2,9.13,,1.0,0.0,0.0
PIOJO,8549,2009,7,19.13,2.8,2.8,4.0,,1.0,0.0,0.0
PIOJO,8549,2009,8,19.13,-5.7,3.0,2.84,,1.0,0.0,0.0
PIOJO,8549,2009,9,19.13,3.9,1.5,3.69,,1.0,0.0,0.0
PIOJO,8549,2009,10,19.13,-4.2,-0.3,4.49,,1.0,0.0,0.0
PIOJO,8549,2009,11,19.13,3.8,1.6,3.51,,1.0,0.0,0.0
PIOJO,8549,2009,12,19.13,7.2,-0.6,1.44,,1.0,0.0,0.0
PIOJO,8549,2010,1,19.13,9.7,0.9,1.74,,1.0,0.0,0.0
PIOJO,8549,2010,2,19.13,10.0,0.7,0.78,,1.0,0.0,0.0
PIOJO,8549,2010,3,19.13,5.1,2.5,-0.34,,1.0,0.0,0.0
PIOJO,8549,2010,4,19.13,5.3,4.0,-6.57,,,,0.0
PIOJO,8549,2010,5,19.13,6.6,6.7,-12.68,,,,0.0
